Frame number,158
First frame,183
Point frequency,100
Analog frequency,200

Time,RHEE,,,RTOE,,,RHipAngles,,,RKneeAngles,,,RAnkleAngles,,,RAbsAnkleAngle,,,RPelvisAngles,,,RFootProgressAngles,,,LKneeMoment,,,RHipMoment,,,LHipMoment,,,RHipPower,,,RKneePower,,,RAnklePower,,
s,mm,mm,mm,mm,mm,mm,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,Nmm,Nmm,Nmm,Nmm,Nmm,Nmm,Nmm,Nmm,Nmm,W,W,W,W,W,W,W,W,W
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2.41,163.976,230.804,31.0901,193.739,416.048,40.5786,15.5956,11.4015,1.59501,7.59458,-3.92749,-2.05102,5.26899,1.28739,-8.41861,5.21206,0,0,10.4339,5.92835,-2.46743,-93.0069,-0.384053,-9.07975,149.237,17.3842,4.6165,-18.7675,-43.4489,-0.983384,-267.061,-7.33671,-28.5304,0,0,-0.0531358,0,0,0.00733705,0,0,0.0123381
2.42,163.884,230.792,31.1397,193.648,416.134,40.3974,14.5457,11.1019,1.57376,7.21185,-3.92959,-2.53722,5.83078,1.2164,-8.09923,5.77244,0,0,10.3955,5.63513,-2.08649,-92.8908,-0.272064,-9.12916,146.388,25.4102,8.24297,-22.4871,-32.3227,-0.920231,-204.98,9.91077,-31.7455,0,0,-0.055409,0,0,0.00681433,0,0,0.0114355
2.43,163.777,230.822,31.2187,193.56,416.258,40.1947,13.5599,10.7702,1.52657,6.81642,-3.9287,-2.94904,6.35864,1.15283,-7.81275,6.29937,0,0,10.4188,5.30622,-1.72622,-92.7579,-0.171965,-9.17416,143.292,31.6423,10.7611,-30.0076,-23.5395,-0.738681,-143.251,17.1763,-34.7707,0,0,-0.0620875,0,0,0.00666614,0,0,0.0107088
2.44,163.656,230.887,31.3304,193.495,416.421,39.9712,12.6458,10.4171,1.45087,6.42351,-3.92431,-3.2943,6.86121,1.09513,-7.55239,6.80141,0,0,10.5044,4.95148,-1.39298,-92.6089,-0.0807803,-9.22025,139.094,36.9167,12.1909,-37.3002,-18.7833,-0.381894,-90.4355,17.8217,-38.2815,0,0,-0.0675319,0,0,0.00624178,0,0,0.010263
2.45,163.52,230.98,31.4793,193.474,416.616,39.7334,11.8056,10.0541,1.34723,6.0488,-3.9166,-3.59571,7.34986,1.03991,-7.30293,7.28991,0,0,10.6474,4.58095,-1.09145,-92.4471,0.00367251,-9.27585,132.912,42.0811,12.7097,-38.8415,-19.3189,0.156537,-53.4638,16.962,-42.8966,0,0,-0.0658357,0,0,0.00487133,0,0,0.0101451
2.46,163.369,231.09,31.6717,193.509,416.838,39.492,11.0334,9.69227,1.22321,5.7037,-3.90607,-3.87889,7.83645,0.984649,-7.05301,7.77679,0,0,10.8382,4.20422,-0.824754,-92.2777,0.0818424,-9.34947,124.366,47.3861,12.5775,-31.0483,-25.1425,0.817792,-34.6924,19.1726,-48.5302,0,0,-0.0550016,0,0,0.00246869,0,0,0.0103343
2.47,163.203,231.209,31.915,193.603,417.077,39.259,10.3151,9.34206,1.09569,5.39194,-3.89327,-4.16175,8.33076,0.929997,-6.80556,8.27165,0,0,11.064,3.82979,-0.594724,-92.1064,0.152465,-9.44749,114.2,52.5603,12.0773,-13.8789,-34.9858,1.50733,-33.6355,26.2531,-54.4824,0,0,-0.0364901,0,0,-0.000575768,0,0,0.0107453
2.48,163.018,231.334,32.2136,193.747,417.325,39.0443,9.62973,9.0123,0.98966,5.10916,-3.87839,-4.44878,8.83838,0.880572,-6.58155,8.77967,0,0,11.3102,3.46477,-0.402014,-91.9374,0.213485,-9.5733,103.558,56.8956,11.4406,8.91248,-47.1688,2.10738,-46.2809,37.607,-59.6278,0,0,-0.0137652,0,0,-0.00369953,0,0,0.0112107
2.49,162.802,231.471,32.5668,193.921,417.577,38.8523,8.95361,8.70995,0.934099,4.84587,-3.86148,-4.73234,9.35937,0.843782,-6.41467,9.30026,0,0,11.5629,3.11468,-0.246428,-91.7712,0.263454,-9.72691,93.9604,59.728,10.8154,30.8228,-59.7832,2.51122,-68.2415,50.6176,-63.077,0,0,0.00870598,0,0,-0.0064049,0,0,0.011516
2.5,162.538,231.626,32.9684,194.098,417.823,38.6793,8.26549,8.43987,0.954962,4.59247,-3.84303,-4.99875,9.88878,0.827219,-6.33951,9.82771,0,0,11.8102,2.78342,-0.127028,-91.6037,0.302626,-9.90541,86.2629,60.6945,10.2536,45.7111,-70.9822,2.67166,-94.8839,62.6914,-64.438,0,0,0.0264792,0,0,-0.00835402,0,0,0.0115157
2.51,162.204,231.805,33.4097,194.252,418.056,38.5157,7.55133,8.20518,1.06863,4.34453,-3.82472,-5.23598,10.4196,0.835939,-6.37908,10.3543,0,0,12.043,2.47361,-0.0424337,-91.4269,0.332949,-10.104,80.6542,59.9489,9.73314,50.5232,-79.2179,2.63256,-122.674,72.1128,-63.948,0,0,0.0361327,0,0,-0.00936557,0,0,0.0112519
2.52,161.777,232.007,33.8816,194.361,418.261,38.351,6.80706,8.00755,1.27778,4.10597,-3.80968,-5.43878,10.9471,0.870833,-6.53738,10.875,0,0,12.2562,2.18685,0.0090259,-91.2328,0.356941,-10.3177,76.5201,58.1768,9.1967,45.2154,-83.4142,2.48017,-148.676,78.8025,-62.2753,0,0,0.0355475,0,0,-0.00927273,0,0,0.0109522
2.53,161.24,232.23,34.3754,194.415,418.43,38.1794,6.03881,7.84736,1.57048,3.88937,-3.80196,-5.61043,11.4727,0.928334,-6.79803,11.391,0,0,12.4485,1.92407,0.0290827,-91.0168,0.376252,-10.5424,73.0293,56.4172,8.60114,32.3861,-83.158,2.30629,-171.212,83.7232,-60.2617,0,0,0.0255671,0,0,-0.00803218,0,0,0.0108785
2.54,160.587,232.466,34.8833,194.416,418.559,38.0033,5.26079,7.72404,1.92281,3.71317,-3.80555,-5.76166,12.004,1.00122,-7.12799,11.9098,0,0,12.6223,1.68587,0.0194057,-90.7789,0.390812,-10.7757,68.8511,55.8411,7.92597,16.0254,-79.4787,2.15276,-188.35,88.6195,-58.5149,0,0,0.0100576,0,0,-0.00582839,0,0,0.0111054
2.55,159.819,232.71,35.4,194.378,418.655,37.8297,4.49143,7.63631,2.30387,3.59665,-3.82288,-5.90694,12.5498,1.08027,-7.48529,12.4412,0,0,12.7827,1.47285,-0.0186138,-90.5216,0.399246,-11.017,62.722,57.6421,7.19887,0.575895,-74.4158,2.03886,-198.268,95.3048,-57.3383,0,0,-0.00496638,0,0,-0.0031527,0,0,0.0115064
2.56,158.943,232.962,35.9264,194.314,418.726,37.6653,3.7491,7.58215,2.68167,3.55478,-3.85372,-6.06007,13.1159,1.15629,-7.82837,12.9915,0,0,12.9368,1.28563,-0.0838916,-90.2463,0.399856,-11.2669,53.3511,62.9093,6.48012,-10.1001,-69.5672,1.99271,-198.798,105.143,-56.5837,0,0,-0.0138279,0,0,-0.000608322,0,0,0.0118777
2.57,157.965,233.226,36.4735,194.233,418.785,37.5133,3.04825,7.55896,3.02809,3.59433,-3.89489,-6.22954,13.7014,1.22217,-8.12519,13.5612,0,0,13.0921,1.12491,-0.175685,-89.9517,0.39139,-11.528,39.5838,72.5222,5.84389,-12.8464,-65.9602,2.07342,-187.619,118.876,-55.6664,0,0,-0.0128568,0,0,0.00149068,0,0,0.0120474
2.58,156.885,233.514,37.0653,194.142,418.843,37.3737,2.39667,7.56343,3.32245,3.71242,-3.94094,-6.41486,14.2991,1.27446,-8.36048,14.144,0,0,13.2552,0.991181,-0.293577,-89.6334,0.373456,-11.8052,19.6606,87.1828,5.33372,-6.97122,-63.989,2.30269,-160.285,136.704,-53.4694,0,0,-0.00274749,0,0,0.00336314,0,0,0.0118995
2.59,155.7,233.842,37.7397,194.044,418.91,37.2463,1.79468,7.59155,3.55246,3.89771,-3.98523,-6.60553,14.8973,1.31392,-8.53783,14.7285,0,0,13.4311,0.884491,-0.437312,-89.2846,0.346806,-12.1055,-7.3627,106.993,4.94011,7.11129,-63.1955,2.6755,-114.225,157.609,-48.8178,0,0,0.0141138,0,0,0.00566586,0,0,0.0113669
2.6,154.409,234.227,38.5481,193.942,418.991,37.1312,1.23544,7.63853,3.71348,4.13372,-4.02137,-6.7807,15.4801,1.345,-8.67741,15.2985,0,0,13.6222,0.804084,-0.60666,-88.8945,0.313719,-12.4361,-42.1035,131.472,4.57521,27.5637,-62.2191,3.11488,-47.4299,179.785,-40.7622,0,0,0.0345086,0,0,0.00907935,0,0,0.0104166
2.61,153.018,234.682,39.5566,193.835,419.087,37.0289,0.707013,7.69863,3.80681,4.40338,-4.0446,-6.91114,16.0272,1.37424,-8.80861,15.8332,0,0,13.8279,0.748084,-0.801121,-88.4464,0.278399,-12.7993,-83.7308,159.394,4.0927,50.1192,-59.4431,3.45721,38.3725,200.805,-29.2961,0,0,0.0543521,0,0,0.0136074,0,0,0.00902697
2.62,151.554,235.214,40.8461,193.722,419.195,36.9376,0.194724,7.76498,3.83707,4.69287,-4.05285,-6.96333,16.5153,1.4082,-8.96091,16.3081,0,0,14.0447,0.713233,-1.01958,-87.9179,0.246793,-13.1889,-130.355,189.209,3.3417,69.3967,-53.2752,3.50239,138.81,218.587,-15.5493,0,0,0.0698529,0,0,0.018535,0,0,0.00722358
2.63,150.071,235.824,42.509,193.599,419.31,36.8544,-0.315699,7.82941,3.81049,4.99421,-4.04698,-6.90598,16.9199,1.45164,-9.15548,16.6979,0,0,14.2668,0.694853,-1.26017,-87.2828,0.225584,-13.5889,-178.884,219.018,2.21789,80.7416,-42.5116,3.13257,246.585,231.446,-1.56395,0,0,0.0780601,0,0,0.0231843,0,0,0.00511874
2.64,148.651,236.51,44.6397,193.466,419.428,36.7762,-0.835371,7.88205,3.73298,5.30697,-4.03003,-6.71506,17.2191,1.50644,-9.40066,16.9807,0,0,14.487,0.686845,-1.51992,-86.5158,0.220715,-13.975,-225.764,247.066,0.727689,81.9036,-27.2956,2.36218,353.618,239.049,10.4005,0,0,0.0775593,0,0,0.0274789,0,0,0.00288438
2.65,147.398,237.269,47.322,193.327,419.546,36.7026,-1.36983,7.91112,3.60978,5.63917,-4.00567,-6.37639,17.3974,1.57195,-9.69331,17.1413,0,0,14.6974,0.681894,-1.79461,-85.5963,0.236115,-14.3186,-267.117,271.275,-0.991768,72.078,-9.02592,1.30623,450.638,241.17,18.6811,0,0,0.0676857,0,0,0.0318532,0,0,0.000693851
2.66,146.415,238.105,50.6166,193.195,419.671,36.6368,-1.91752,7.90332,3.44547,6.00749,-3.9768,-5.88602,17.4484,1.64589,-10.0229,17.1737,0,0,14.8908,0.67183,-2.07882,-84.5107,0.272818,-14.5914,-299.884,289.653,-2.67938,52.7728,9.54425,0.157617,530.377,238.024,22.7937,0,0,0.0500453,0,0,0.0372102,0,0,-0.00131974
2.67,145.79,239.039,54.5591,193.089,419.815,36.5848,-2.46893,7.84476,3.24483,6.43701,-3.94481,-5.24837,17.3743,1.72562,-10.3776,17.0813,0,0,15.0612,0.648038,-2.36597,-83.2531,0.329011,-14.7696,-321.415,299.713,-3.98912,26.3849,25.3003,-0.8787,585.974,228.887,23.3621,0,0,0.0276771,0,0,0.0445779,0,0,-0.00306482
2.68,145.582,240.104,59.1666,193.03,419.997,36.5519,-3.00702,7.72237,3.01368,6.96016,-3.90989,-4.47231,17.1828,1.8095,-10.7499,16.8722,0,0,15.2048,0.601926,-2.64856,-81.8203,0.400845,-14.8352,-329.913,299.013,-4.58933,-5.07586,35.1984,-1.65383,612.547,212.691,21.712,0,0,0.00374094,0,0,0.0546393,0,0,-0.0044818
2.69,145.817,241.365,64.4469,193.038,420.241,36.5382,-3.50805,7.52558,2.76002,7.61504,-3.87148,-3.56881,16.8796,1.89763,-11.14,16.5523,0,0,15.3196,0.525492,-2.91851,-80.2062,0.483454,-14.7777,-324.565,285.707,-4.30028,-41.098,36.7928,-2.08429,607.753,188.343,19.2536,0,0,-0.0197299,0,0,0.0671633,0,0,-0.00550559
2.7,146.473,242.924,70.4061,193.125,420.571,36.5338,-3.94315,7.24747,2.4938,8.4428,-3.82839,-2.55002,16.462,1.99211,-11.557,16.1191,0,0,15.4059,0.411712,-3.16753,-78.3954,0.571514,-14.5945,-305.188,259.183,-3.20656,-82.659,28.7844,-2.13982,570.874,155.7,16.9,0,0,-0.0409454,0,0,0.0798692,0,0,-0.00601316
2.71,147.483,244.937,77.0543,193.289,421.01,36.5174,-4.27993,6.88552,2.22602,9.4846,-3.77808,-1.43186,15.913,2.09637,-12.0158,15.5554,0,0,15.466,0.255045,-3.38745,-76.3596,0.658898,-14.2931,-273,221.081,-1.69326,-132.053,11.5841,-1.84452,505.139,117.023,14.895,0,0,-0.0557021,0,0,0.0869303,0,0,-0.00578481
2.72,148.736,247.622,84.4066,193.513,421.575,36.4574,-4.48433,6.44128,1.96733,10.778,-3.71575,-0.23814,15.1966,2.21372,-12.5302,14.8263,0,0,15.5031,0.0516324,-3.57062,-74.0557,0.737537,-13.89,-229.971,174.972,-0.290711,-189.088,-12.6667,-1.14218,414.78,76.5272,12.9241,0,0,-0.0529753,0,0,0.0812077,0,0,-0.00457061
2.73,150.087,251.257,92.4818,193.765,422.277,36.3192,-4.52333,5.91952,1.72601,12.3535,-3.63375,1.00045,14.2561,2.34611,-13.108,13.8771,0,0,15.521,-0.200526,-3.71021,-71.427,0.79605,-13.4074,-179.713,126.174,0.573576,-250.314,-40.8137,0.0900736,308.041,40.0677,10.5918,0,0,-0.0178602,0,0,0.0571149,0,0,-0.00235206
2.74,151.379,256.163,101.297,193.998,423.128,36.0783,-4.36785,5.32696,1.50763,14.2314,-3.52177,2.25194,13.0167,2.49386,-13.7496,12.6374,0,0,15.5227,-0.501505,-3.8006,-68.4075,0.818328,-12.8679,-126.858,80.2273,0.780134,-308.603,-69.2205,2.03438,195.101,12.6319,7.77923,0,0,0.0605297,0,0,0.0165007,0,0,-0.000133655
2.75,152.474,262.675,110.861,194.163,424.153,35.7398,-3.996,4.6713,1.3143,16.4195,-3.36848,3.49491,11.3966,2.65651,-14.4518,11.0314,0,0,15.5103,-0.849454,-3.8376,-64.9331,0.782159,-12.288,-77.1559,42.0005,0.534285,-355.045,-94.1226,4.73174,89.1491,-3.09018,4.81043,0,0,0.17973,0,0,-0.0292751,0,0,-0.00114229
2.76,153.279,271.096,121.17,194.213,425.404,35.3671,-3.39556,3.96074,1.14443,18.9136,-3.16491,4.73051,9.32679,2.83417,-15.2135,8.99717,0,0,15.4841,-1.24065,-3.81887,-60.9597,0.657849,-11.6739,-35.3494,14.1711,0.250031,-380.476,-112.541,7.91333,1.65357,-8.25113,2.26518,0,0,0.3184,0,0,-0.0599424,0,0,-0.0113511
2.77,153.77,281.642,132.203,194.122,426.978,35.1069,-2.56571,3.20449,0.992861,21.6991,-2.90916,5.99127,6.77751,3.0291,-16.0429,6.5124,0,0,15.4422,-1.66957,-3.74424,-56.4856,0.406938,-11.0209,-3.69389,-3.0578,0.281422,-382.159,-123.651,10.8508,-60.6388,-6.49207,0.599706,0,0,0.445304,0,0,-0.0621806,0,0,-0.0375759
2.78,154.013,294.403,143.919,193.891,429.043,35.198,-1.51707,2.4144,0.850893,24.7533,-2.61136,7.33769,3.78293,3.24568,-16.9562,3.61825,0,0,15.3816,-2.12876,-3.61608,-51.5741,-0.0176547,-10.3171,17.9632,-11.722,0.661265,-365.807,-128.391,12.4688,-96.0102,-2.41648,-0.149604,0,0,0.539772,0,0,-0.0426473,0,0,-0.0830439
2.79,154.153,309.33,156.257,193.553,431.853,35.9506,-0.270133,1.60709,0.705376,28.047,-2.29832,8.84349,0.455099,3.48843,-17.969,0.432905,0,0,15.2981,-2.60883,-3.43934,-46.3643,-0.666941,-9.54911,29.7634,-14.3952,1.11119,-343.885,-129.737,11.9147,-102.991,0.435078,-0.263044,0,0,0.60577,0,0,-0.0324021,0,0,-0.142391
2.8,154.381,326.256,169.116,193.166,435.768,37.6909,1.14792,0.805519,0.538773,31.5458,-2.01439,10.5733,-3.02283,3.75981,-19.0873,-2.8565,0,0,15.1876,-3.0984,-3.22145,-41.064,-1.58349,-8.71098,32.8755,-13.4493,1.34937,-329.705,-131.173,9.1199,-84.9678,0.428005,-0.113173,0,0,0.668413,0,0,-0.0729252,0,0,-0.20061
2.81,154.873,344.942,182.327,192.801,441.241,40.6775,2.70688,0.0385353,0.329483,35.2079,-1.8168,12.5628,-6.42517,4.05938,-20.3041,-6.02442,0,0,15.0471,-3.5842,-2.97195,-35.9194,-2.78325,-7.81069,30.0636,-11.1131,1.24218,-329.835,-135.419,5.01176,-51.2534,-2.90813,-0.00930028,0,0,0.750999,0,0,-0.190282,0,0,-0.238877
2.82,155.715,365.13,195.625,192.508,448.787,45.0158,4.37672,-0.661596,0.0545124,38.9816,-1.76578,14.8076,-9.52141,4.38496,-21.6045,-8.84692,0,0,14.875,-4.05136,-2.70179,-31.1786,-4.23983,-6.8709,26.0681,-9.37034,0.890319,-341.458,-143.198,1.10417,-17.5234,-9.31618,-0.0898589,0,0,0.856854,0,0,-0.376358,0,0,-0.242648
2.83,156.87,386.56,208.643,192.303,458.918,50.6113,6.13061,-1.2626,-0.308076,42.8047,-1.91366,17.2652,-12.107,4.73531,-22.9775,-11.1335,0,0,14.6721,-4.48392,-2.42248,-27.0613,-5.88024,-5.92412,23.895,-9.11576,0.496063,-354.766,-152.671,-1.38929,5.57533,-18.1732,-0.270445,0,0,0.967176,0,0,-0.592687,0,0,-0.207367
2.84,158.2,408.983,220.942,192.157,472.065,57.1788,7.94648,-1.73564,-0.77531,46.6069,-2.29552,19.8664,-14.0247,5.11225,-24.4233,-12.7474,0,0,14.4412,-4.86579,-2.145,-23.7401,-7.5956,-5.00374,24.5188,-10.5638,0.217412,-361.981,-160.572,-1.98726,12.7998,-29.3941,-0.400873,0,0,1.06319,0,0,-0.798835,0,0,-0.140589
2.85,159.519,432.164,232.086,192.001,488.498,64.2926,9.80759,-2.0577,-1.3561,50.3127,-2.9235,22.5255,-15.1829,5.51935,-25.9474,-13.6211,0,0,14.1873,-5.18162,-1.87891,-21.3253,-9.2609,-4.13541,26.643,-13.4701,0.0568531,-357.532,-163.447,-0.89376,6.82595,-43.181,-0.402964,0,0,1.12565,0,0,-0.958985,0,0,-0.0602203
2.86,160.667,455.91,241.712,191.747,508.273,71.4564,11.7014,-2.21307,-2.04803,53.8449,-3.78385,25.1502,-15.568,5.95834,-27.5466,-13.766,0,0,13.9169,-5.41789,-1.63153,-19.8545,-10.7574,-3.33246,29.0403,-17.3901,-0.0385484,-338.168,-159.244,1.34205,-8.79488,-59.122,-0.296165,0,0,1.13542,0,0,-1.04805,0,0,0.0123065
2.87,161.541,480.079,249.566,191.305,531.231,78.1789,13.617,-2.19448,-2.83476,57.13,-4.83679,27.6497,-15.2434,6.42523,-29.1962,-13.2686,0,0,13.6378,-5.56412,-1.40745,-19.2917,-11.992,-2.59689,30.1484,-21.6152,-0.134739,-300.9,-147.329,4.18985,-27.6018,-76.3578,-0.138115,0,0,1.07053,0,0,-1.0502,0,0,0.0609796
2.88,162.1,504.579,255.504,190.608,557.033,84.0485,15.5419,-2.00298,-3.68458,60.1024,-6.01906,29.9439,-14.3334,6.90876,-30.8488,-12.2712,0,0,13.3585,-5.61348,-1.20833,-19.5394,-12.91,-1.92341,28.7797,-25.3848,-0.28161,-245.003,-128.43,7.17009,-43.9564,-93.4352,-0.000836586,0,0,0.918695,0,0,-0.966313,0,0,0.0813373
2.89,162.35,529.361,259.473,189.623,585.234,88.7852,17.4591,-1.64809,-4.55084,62.7095,-7.24883,31.972,-12.995,7.39238,-32.445,-10.9391,0,0,13.087,-5.56359,-1.03329,-20.4642,-13.4987,-1.3056,24.8801,-28.2347,-0.493989,-177.263,-103.731,9.53122,-55.0744,-109.012,0.0608806,0,0,0.699275,0,0,-0.818831,0,0,0.0799905
2.9,162.325,554.401,261.476,188.362,615.368,92.2549,19.3475,-1.14732,-5.37807,64.9136,-8.43609,33.6961,-11.3872,7.85819,-33.929,-9.42868,0,0,12.8306,-5.41668,-0.879281,-21.9245,-13.7804,-0.742632,19.2133,-29.9613,-0.763193,-106.929,-75.0275,10.4393,-60.3383,-121.67,0.0229209,0,0,0.448187,0,0,-0.637376,0,0,0.0683064
2.91,162.074,579.701,261.558,186.88,647.023,94.4497,21.1836,-0.52507,-6.10948,66.6925,-9.49467,35.102,-9.64472,8.29137,-35.2627,-7.86255,0,0,12.5948,-5.1794,-0.741889,-23.7964,-13.7987,-0.242183,12.5448,-30.4242,-1.0712,-45.3608,-45.0701,9.41585,-59.3992,-130.097,-0.106428,0,0,0.214239,0,0,-0.451528,0,0,0.0556631
2.92,161.649,605.282,259.779,185.269,679.88,95.4513,22.9452,0.189187,-6.69781,68.0393,-10.3561,36.1957,-7.86133,8.68304,-36.4307,-6.31799,0,0,12.3827,-4.86232,-0.616101,-25.9873,-13.6026,0.179836,6.22731,-29.6387,-1.36402,-0.219193,-17.0614,6.67436,-53.9817,-132.981,-0.283758,0,0,0.0342101,0,0,-0.284721,0,0,0.0465203
2.93,161.087,631.193,256.212,183.64,713.727,95.3943,24.6155,0.963403,-7.11324,68.9622,-10.9787,36.997,-6.08641,9.03092,-37.4385,-4.8293,0,0,12.195,-4.47897,-0.496907,-28.4381,-13.234,0.502025,0.788761,-27.5603,-1.60633,23.5984,5.80516,2.9782,-44.4899,-129.454,-0.465868,0,0,-0.0699205,0,0,-0.152247,0,0,0.0414722
2.94,160.412,657.507,250.94,182.104,748.437,94.4381,26.1853,1.7657,-7.34888,69.4822,-11.3516,37.5309,-4.33319,9.33762,-38.3042,-3.39914,0,0,12.0299,-4.04477,-0.379751,-31.116,-12.7226,0.700536,-3.13171,-24.3902,-1.76461,27.0632,21.1026,-0.505054,-33.103,-119.511,-0.619461,0,0,-0.101248,0,0,-0.0579315,0,0,0.0392076
2.95,159.626,684.322,244.056,180.76,783.946,92.7471,27.6524,2.5673,-7.41938,69.6293,-11.492,37.8199,-2.59456,9.60743,-39.0484,-2.01469,0,0,11.8833,-3.57581,-0.261008,-34.0032,-12.0873,0.752613,-5.35727,-20.4912,-1.82746,14.2367,27.6717,-2.70246,-21.7622,-104.256,-0.731762,0,0,-0.0768862,0,0,0.00412797,0,0,0.0380358
2.96,158.719,711.758,235.674,179.68,820.215,90.4772,29.0204,3.34481,-7.35647,69.4358,-11.4383,37.8785,-0.861523,9.84282,-39.6847,-0.66298,0,0,11.7502,-3.08771,-0.13807,-37.0859,-11.3435,0.640517,-6.1957,-16.2332,-1.80296,-8.4062,26.7929,-3.26223,-11.5922,-85.4142,-0.805936,0,0,-0.0227385,0,0,0.0444044,0,0,0.0366492
2.97,157.68,739.943,225.927,178.903,857.206,87.767,30.2964,4.08124,-7.20191,68.9327,-11.2419,37.7142,0.863843,10.0424,-40.2148,0.659639,0,0,11.625,-2.59472,-0.00949274,-40.3463,-10.5098,0.355768,-5.92407,-12.1274,-1.71012,-34.2523,22.0368,-2.60013,-3.99439,-65.3728,-0.852678,0,0,0.0365234,0,0,0.0709787,0,0,0.0343559
2.98,156.504,768.998,214.97,178.436,894.868,84.7338,31.4888,4.76534,-7.00074,68.1471,-10.9577,37.3335,2.56364,10.2013,-40.6306,1.94534,0,0,11.5029,-2.10893,0.125114,-43.7598,-9.61186,-0.0974755,-5.29338,-8.41151,-1.57372,-58.5864,16.6208,-1.16623,1.819,-45.9684,-0.871473,0,0,0.0862629,0,0,0.0883647,0,0,0.0310258
2.99,155.202,799.025,202.98,178.255,933.127,81.4739,32.6061,5.3897,-6.79465,67.1013,-10.6362,36.7467,4.2046,10.3116,-40.9163,3.17605,0,0,11.3806,-1.64007,0.265097,-47.2951,-8.68174,-0.701852,-4.73805,-5.31465,-1.40557,-78.0001,13.1255,0.477997,6.30775,-28.8742,-0.847236,0,0,0.118971,0,0,0.098137,0,0,0.0271644
3,153.799,830.094,190.15,178.309,971.896,78.0685,33.6548,5.94941,-6.61737,65.813,-10.3164,35.9696,5.74538,10.3649,-41.0533,4.32944,0,0,11.2566,-1.1952,0.409195,-50.9183,-7.75283,-1.42968,-4.93841,-2.86136,-1.22212,-90.4117,12.1139,2.04892,11.2862,-15.07,-0.751174,0,0,0.133604,0,0,0.100918,0,0,0.0235636
3.01,152.331,862.239,176.684,178.535,1011.09,74.5918,34.639,6.44126,-6.49169,64.2949,-10.0237,35.0215,7.14598,10.3527,-41.022,5.3853,0,0,11.1315,-0.778971,0.555832,-54.5974,-6.85413,-2.24736,-5.90653,-1.1561,-1.0275,-95.2687,13.3851,3.28502,16.7804,-5.22728,-0.563936,0,0,0.132516,0,0,0.0964217,0,0,0.0208476
3.02,150.845,895.457,162.798,178.864,1050.62,71.1165,35.5592,6.8636,-6.42869,62.5561,-9.76962,33.9201,8.37454,10.2671,-40.8015,6.32965,0,0,11.008,-0.393979,0.703308,-58.306,-6.00658,-3.11919,-7.83855,-0.0871771,-0.826797,-92.2846,16.2866,4.14232,23.9896,0.69902,-0.265966,0,0,0.118361,0,0,0.083982,0,0,0.0192043
3.03,149.393,929.72,148.71,179.235,1090.45,67.718,36.4128,7.21614,-6.4301,60.6024,-9.55541,32.6796,9.40804,10.1015,-40.3702,7.15415,0,0,10.8903,-0.0410829,0.850455,-62.0216,-5.22398,-4.0101,-10.2924,0.374297,-0.620583,-84.1441,19.7107,4.79489,31.6594,3.0024,0.126081,0,0,0.0978867,0,0,0.0652392,0,0,0.0184737
3.04,148.029,964.971,134.636,179.595,1130.5,64.4774,37.1944,7.49957,-6.49256,58.4379,-9.3761,31.3077,10.2291,9.84997,-39.7038,7.85262,0,0,10.7837,0.280088,0.996715,-65.7231,-4.51526,-4.88722,-13.2652,0.485198,-0.417221,-73.5146,22.5885,5.51981,40.2029,2.54236,0.595826,0,0,0.076597,0,0,0.0436081,0,0,0.0183717
3.05,146.802,1001.13,120.79,179.907,1170.73,61.4869,37.8972,7.71489,-6.61051,56.0647,-9.22309,29.8039,10.8245,9.50761,-38.775,8.41908,0,0,10.6938,0.570515,1.14242,-69.3899,-3.88537,-5.72187,-16.2186,0.405977,-0.216288,-63.769,24.0037,6.47946,48.0345,0.189333,1.09381,0,0,0.0594526,0,0,0.0252436,0,0,0.0184086
3.06,145.749,1038.12,107.364,180.148,1211.08,58.8575,38.5135,7.86328,-6.77935,53.4824,-9.08646,28.1571,11.1887,9.07123,-37.5535,8.84913,0,0,10.626,0.831541,1.28886,-73.0051,-3.33388,-6.49373,-19.3206,0.457751,-0.0346524,-57.5888,24.1304,7.3464,55.7034,-3.19184,1.5903,0,0,0.0483621,0,0,0.0163868,0,0,0.0177372
3.07,144.891,1075.84,94.5353,180.321,1251.46,56.7261,39.035,7.94595,-6.99617,50.6883,-8.95556,26.3447,11.3284,8.5403,-36.0092,9.14296,0,0,10.5847,1.06453,1.43842,-76.5598,-2.85386,-7.1954,-22.0471,0.837227,0.120542,-53.9934,24.4185,7.54159,61.5269,-6.58634,2.01222,0,0,0.0403184,0,0,0.016776,0,0,0.015041
3.08,144.234,1114.19,82.4548,180.458,1291.79,55.2581,39.453,7.96399,-7.25867,47.6785,-8.81822,24.3354,11.2681,7.91888,-34.1185,9.30949,0,0,10.5731,1.27063,1.59404,-80.0568,-2.43144,-7.8358,-24.6062,1.86769,0.219881,-51.6226,27.14,6.15778,66.3336,-9.20516,2.31217,0,0,0.032796,0,0,0.0231152,0,0,0.00892638
