Frame number,153
First frame,314
Point frequency,100
Analog frequency,200

Time,RHEE,,,RTOE,,,RHipAngles,,,RKneeAngles,,,RAnkleAngles,,,RAbsAnkleAngle,,,RPelvisAngles,,,RFootProgressAngles,,,RAnkleMoment,,,RKneeMoment,,,RHipMoment,,,RHipPower,,,RKneePower,,,RAnklePower,,
s,mm,mm,mm,mm,mm,mm,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,Nmm,Nmm,Nmm,Nmm,Nmm,Nmm,Nmm,Nmm,Nmm,W,W,W,W,W,W,W,W,W
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
3.25,-97.8692,-87.4053,45.6048,-153.436,-259.009,136.458,41.6353,-1.58426,-7.22253,5.60179,-3.41324,-6.27542,6.90623,0.0186575,-0.158156,6.90622,0,0,15.826,-1.76445,-2.54938,-118.02,-6.53806,-16.1906,11.93,5.60955e-016,3.3223,-364.631,22.559,3.29809,522.863,-21.6356,26.6003,0,0,0.0823099,0,0,-0.168639,0,0,0.00122842
3.26,-100.432,-101.449,43.974,-153.582,-274.072,134.229,41.5121,-1.51076,-6.76355,5.5332,-3.48694,-6.344,6.77823,0.0322977,-0.235648,6.77817,0,0,15.8551,-1.54056,-2.18085,-117.776,-6.41759,-15.4617,11.9922,-1.30889e-015,2.20922,-338.683,18.4304,2.19467,470.241,-24.2504,24.5235,0,0,0.110104,0,0,0.0499901,0,0,0.0050211
3.27,-102.463,-112.885,42.237,-153.261,-286.951,130.268,41.3521,-1.38852,-6.22076,5.81573,-3.54147,-6.16928,6.52478,0.102828,-0.636323,6.52438,0,0,15.8543,-1.30585,-1.8527,-117.04,-6.21027,-14.7809,10.6293,-1.40239e-016,1.01098,-302.483,14.4075,1.00997,400.31,-23.2994,21.4212,0,0,0.11948,0,0,0.217353,0,0,0.00697904
3.28,-104.065,-121.93,40.4868,-152.529,-297.857,124.746,41.163,-1.21692,-5.61645,6.4193,-3.57297,-5.75141,6.13233,0.221752,-1.31175,6.13073,0,0,15.825,-1.06355,-1.56809,-115.832,-5.93318,-14.1204,7.69197,1.49004e-015,-0.00930742,-258.432,11.5894,0.00153524,318.421,-18.66,17.6036,0,0,0.111196,0,0,0.318887,0,0,0.00619576
3.29,-105.349,-128.861,38.8327,-151.449,-307.035,117.924,40.9518,-0.996097,-4.97454,7.30353,-3.57976,-5.1068,5.60017,0.377614,-2.19638,5.59604,0,0,15.7693,-0.817135,-1.32979,-114.198,-5.61073,-13.45,3.16154,-1.40239e-016,-0.565094,-209.643,10.7956,-0.553485,230.868,-10.9018,13.4489,0,0,0.088501,0,0,0.351795,0,0,0.00235958
3.3,-106.422,-133.995,37.3855,-150.098,-314.745,110.13,40.7239,-0.726931,-4.31998,8.42037,-3.56351,-4.26525,4.94349,0.557562,-3.21636,4.93568,0,0,15.6897,-0.57024,-1.14,-112.205,-5.27242,-12.7437,-2.78449,7.94686e-016,-0.406843,-159.53,12.3583,-0.418863,144.36,-1.23962,9.35727,0,0,0.0563439,0,0,0.32455,0,0,-0.00403689
3.31,-107.38,-137.666,36.2425,-148.558,-321.247,101.734,40.4831,-0.411133,-3.67763,9.71732,-3.52962,-3.26624,4.19464,0.749058,-4.29951,4.18282,0,0,15.5893,-0.326531,-1.00015,-109.943,-4.9484,-11.9864,-9.73417,-1.23878e-015,0.593597,-111.388,15.9774,0.518458,64.9254,8.66925,5.69224,0,0,0.0201813,0,0,0.254056,0,0,-0.0116276
3.32,-108.297,-140.206,35.4748,-146.919,-326.78,93.118,40.2313,-0.0511753,-3.07133,11.1408,-3.48691,-2.15428,3.4016,0.941389,-5.38425,3.38658,0,0,15.4713,-0.0895738,-0.910792,-107.517,-4.66394,-11.1791,-17.0706,-3.08525e-015,2.39096,-68.1145,20.8112,2.20171,-2.27863,16.9982,2.74116,0,0,-0.0147355,0,0,0.161571,0,0,-0.0183236
3.33,-109.22,-141.922,35.1189,-145.273,-331.553,84.6457,39.968,0.349534,-2.5229,12.6393,-3.44657,-0.974481,2.62312,1.12676,-6.42603,2.60663,0,0,15.3395,0.137186,-0.87144,-105.038,-4.43442,-10.3399,-24.0673,-2.05683e-015,4.75493,-31.9098,25.6603,4.39998,-53.5614,22.1501,0.68756,0,0,-0.0440583,0,0,0.0680016,0,0,-0.0218085
3.34,-110.168,-143.08,35.1734,-143.708,-335.734,76.6365,39.6907,0.786783,-2.05118,14.1656,-3.42073,0.231171,1.92125,1.30069,-7.39963,1.90525,0,0,15.1976,0.350657,-0.880549,-102.612,-4.26277,-9.50194,-30.0307,1.86985e-016,7.32087,-4.05699,29.298,6.76392,-86.9731,22.9925,-0.399472,0,0,-0.0645755,0,0,-0.0102784,0,0,-0.0203192
3.35,-111.134,-143.899,35.6005,-142.303,-339.45,69.3456,39.3948,1.25542,-1.67148,15.6782,-3.42101,1.42611,1.35293,1.46167,-8.29685,1.33878,0,0,15.0492,0.548097,-0.935471,-100.332,-4.14012,-8.70687,-34.437,-5.60955e-016,9.68212,15.089,30.7911,8.91623,-102.334,19.2066,-0.558203,0,0,-0.0743233,0,0,-0.0638238,0,0,-0.0133988
3.36,-112.09,-144.539,36.3328,-141.119,-342.787,62.9518,39.0741,1.74943,-1.395,17.1416,-3.45724,2.58008,0.962799,1.61023,-9.12117,0.950602,0,0,14.8981,0.727261,-1.03251,-98.2653,-4.04911,-7.99788,-37.022,7.4794e-016,11.4854,26.0366,29.7217,10.5385,-101.035,11.3084,0.0704758,0,0,-0.0724292,0,0,-0.0905218,0,0,-0.00220544
3.37,-112.995,-145.109,37.2827,-140.201,-345.8,57.5539,38.7208,2.26208,-1.22852,18.5259,-3.53655,3.66908,0.77886,1.74782,-9.88123,0.767299,0,0,14.7476,0.886507,-1.16704,-96.4574,-3.96863,-7.41246,-37.7869,1.12191e-015,12.5006,30.141,26.3082,11.4302,-86.3844,0.682798,1.23048,0,0,-0.0595651,0,0,-0.0945198,0,0,0.0108704
3.38,-113.805,-145.669,38.354,-139.568,-348.515,53.1739,38.3267,2.78594,-1.17436,19.8065,-3.66291,4.67442,0.811141,1.87567,-10.5843,0.79735,0,0,14.6009,1.02479,-1.33364,-94.928,-3.87838,-6.97732,-36.9559,-1.68286e-015,12.6439,29.0773,21.221,11.5235,-62.2489,-10.9462,2.61002,0,0,-0.0371905,0,0,-0.0829522,0,0,0.0230633
3.39,-114.476,-146.242,39.453,-139.217,-350.946,49.7674,37.883,3.31311,-1.23042,20.9628,-3.83702,5.58188,1.05294,1.99403,-11.2323,1.03277,0,0,14.4605,1.14169,-1.52629,-93.6764,-3.76235,-6.70567,-34.8874,1.96334e-015,11.9672,24.7576,15.4249,10.8705,-33.2575,-21.7572,3.86406,0,0,-0.00806471,0,0,-0.0637953,0,0,0.0321497
3.4,-114.978,-146.824,40.4978,-139.123,-353.097,47.2375,37.3817,3.83552,-1.3904,21.9778,-4.05643,6.38077,1.4835,2.10177,-11.8195,1.45204,0,0,14.3287,1.23746,-1.73863,-92.685,-3.61082,-6.5968,-31.9925,-6.07701e-016,10.6218,18.9399,9.90271,9.60983,-3.71588,-30.3064,4.68687,0,0,0.0243813,0,0,-0.0435727,0,0,0.037017
3.41,-115.295,-147.394,41.4251,-139.248,-354.972,45.4522,36.8153,4.34516,-1.64428,22.8376,-4.31594,7.06328,2.07138,2.19641,-12.3333,2.02356,0,0,14.2072,1.31296,-1.96418,-91.9247,-3.42083,-6.63749,-28.6695,7.4794e-016,8.81491,12.9983,5.42608,7.92841,22.8417,-35.8007,4.87557,0,0,0.0564574,0,0,-0.0263541,0,0,0.0377442
